lon,lat
3.704506,50.839288
3.776702,50.83336
3.605816,50.845601
3.877124,50.836031
3.768989,50.833782
3.77058,50.83399
3.688104,50.837726
3.68775,50.837516
3.71427,50.839423
3.780187,50.836683
3.807105,50.829789
3.61698,50.844078
3.905218,50.843601
4.000021,50.8385
3.919668,50.848319
3.93458,50.845513
3.958797,50.841232
3.602178,50.845939
4.008686,50.83642
3.766133,50.833945
3.838772,50.838171
3.98727,50.838031
3.858093,50.838962
3.670925,50.843122
3.95337,50.841642
3.827846,50.825305
3.853973,50.838896
3.614576,50.846556
3.613825,50.847004
3.936254,50.844081
4.007413,50.837208
3.689612,50.839099
3.658405,50.843637
3.730139,50.834483
3.600409,50.848005
3.743096,50.830921
3.808489,50.829826
3.815078,50.82852
3.780719,50.83674
3.693044,50.839616
3.963653,50.840468
3.841407,50.840067
4.022976,50.829387
3.870844,50.835422
3.795669,50.833442
3.804297,50.829582
3.675664,50.840649
3.920643,50.848535
3.929943,50.849115
3.617031,50.844179
3.90648,50.844211
3.664692,50.844297
3.731604,50.833561
3.903142,50.841255
3.800551,50.831749
4.040274,50.824424
3.990723,50.839184
4.018961,50.833412
3.929877,50.849148
3.688713,50.838334
3.738639,50.831286
3.992925,50.839182
3.949883,50.841052
3.793281,50.833932
3.907926,50.846067
4.008807,50.836402
4.008447,50.836202
3.652114,50.843129
3.65769,50.843893
3.600057,50.848267
3.702259,50.84042
3.888695,50.839427
3.943634,50.840525
3.943856,50.840518
4.006096,50.837766
3.613867,50.846983
3.599196,50.84894
3.794803,50.83383
4.018696,50.833726
3.599462,50.848695
3.627579,50.84013
3.796196,50.833266
3.874581,50.83579
3.625271,50.839524
3.779184,50.836155
3.957075,50.841643
3.613682,50.84697
3.916108,50.847795
3.607331,50.84486
3.926738,50.8489
3.602961,50.846106
3.827873,50.825403
3.613879,50.846977
3.772172,50.833991
3.925599,50.849026
3.730982,50.833775
3.858526,50.838922
3.885256,50.838924
3.789759,50.835526
3.986764,50.838774
3.735516,50.831576
4.037639,50.824192
3.937274,50.843498
3.968388,50.839933
3.716726,50.840135
3.938414,50.842289
3.84123,50.840007
3.601585,50.846575
3.905528,50.843597
4.031721,50.825416
3.914058,50.847532
3.970457,50.838587
3.812713,50.828714
3.617548,50.845016
3.985655,50.839624
3.616755,50.843551
3.82177,50.827454
4.026025,50.827734
3.610375,50.845586
4.020239,50.830878
3.931078,50.84674
3.823946,50.826556
3.925771,50.849011
3.973118,50.838699
3.914887,50.847839
3.668476,50.843129
3.762845,50.833492
3.986995,50.83848
4.022773,50.829565
3.823219,50.826817
3.827563,50.827328
3.723781,50.840594
3.991419,50.839305
3.956818,50.841684
3.742798,50.83098
3.677448,50.839979
3.779054,50.835753
3.880854,50.836544
3.842013,50.840141
3.738979,50.831335
4.022221,50.830346
3.601341,50.846996
4.026637,50.827262
3.925991,50.848997
3.90477,50.843478
3.957594,50.841561
4.019188,50.832267
3.950474,50.841305
3.987218,50.838075
3.856032,50.838666
3.720289,50.839932
3.861065,50.837751
3.74155,50.831318
3.830309,50.833025
4.006476,50.837646
3.618185,50.843143
3.77784,50.83439
3.986291,50.839239
3.61506,50.846428
3.673335,50.841551
3.961975,50.84075
3.852684,50.839283
3.83427,50.835641
3.981924,50.838753
4.020183,50.830997
3.858732,50.838878
4.007492,50.837127
3.785272,50.836448
3.601379,50.846897
4.013285,50.83653
3.955682,50.84168
3.866954,50.836302
3.665122,50.844143
3.838131,50.837768
3.743924,50.830873
4.038429,50.824575
3.897127,50.840594
3.97943,50.838702
4.014094,50.836446
3.946804,50.840633
3.610059,50.845584
3.895755,50.840543
3.975367,50.838885
3.705608,50.839109
3.913517,50.847372
3.628838,50.840254
3.883507,50.838025
4.023371,50.829166
3.692752,50.839777
3.83007,50.832747
3.677799,50.839733
3.645272,50.843279
4.010238,50.836727
3.827223,50.828304
3.860231,50.838131
4.019736,50.832452
3.824728,50.830988
4.026336,50.827734
3.778843,50.835388
3.740268,50.83146
3.726043,50.837833
3.879303,50.836392
3.668736,50.843122
3.991884,50.839319
3.782794,50.836632
3.623667,50.840473
3.791284,50.834623
3.835794,50.836371
3.852948,50.839178
3.988214,50.838363
3.614152,50.846183
3.998442,50.838529
3.777087,50.833722
3.940671,50.840544
3.613415,50.846569
3.871811,50.835336
3.655731,50.84334
3.92519,50.848958
4.019902,50.83138
3.956767,50.841622
3.896467,50.84057
3.790677,50.83488
3.827787,50.825293
3.766961,50.8339
4.022452,50.830012
3.829825,50.832516
3.914342,50.847628
3.617174,50.84443
3.76508,50.833646
3.601488,50.846718
3.868014,50.836061
3.599805,50.850061
3.780922,50.836703
3.662236,50.843765
3.911692,50.846677
3.789391,50.835618
3.762432,50.833662
3.813101,50.828783
3.647023,50.843429
3.624823,50.839635
4.010485,50.836724
3.908007,50.846097
4.003204,50.838217
3.905131,50.842358
4.022088,50.830418
3.739733,50.831446
3.63824,50.841997
3.927133,50.848872
3.701715,50.840486
3.77863,50.835157
3.931034,50.84688
4.01939,50.832053
3.689668,50.839146
3.679832,50.838809
3.918943,50.848191
4.015308,50.836306
3.63517,50.841014
3.827801,50.825433
4.022343,50.830203
3.718011,50.840275
3.608981,50.845457
3.904021,50.841716
3.752482,50.832832
4.00567,50.837876
3.789679,50.835539
3.937998,50.84283
3.938881,50.84134
3.768831,50.833787
3.92094,50.848579
3.963705,50.84046
3.677015,50.840176
3.932936,50.846501
3.813429,50.828768
3.738353,50.831293
3.827891,50.825378
3.666442,50.843726
3.931504,50.846568
3.965492,50.840317
3.623396,50.840619
4.018653,50.833686
4.025881,50.827704
3.888701,50.839842
3.785687,50.836407
3.617388,50.844727
3.758258,50.833455
3.961065,50.840867
4.0108,50.836697
3.893846,50.840543
3.598904,50.84931
4.020849,50.830774
3.944244,50.840453
3.98203,50.838749
3.793967,50.834086
3.866893,50.836316
3.827682,50.825396
3.818622,50.828343
3.614563,50.846578
3.90681,50.844441
3.820448,50.828138
