lon,lat
5.790156,50.873422
5.824121,50.870857
5.966617,50.884947
5.965276,50.884832
5.899282,50.878997
5.814425,50.871385
5.938152,50.889748
5.848244,50.868761
5.971374,50.879609
5.935663,50.888908
5.978938,50.881099
5.859753,50.867577
5.933946,50.888207
5.904271,50.880728
5.983004,50.883131
5.939962,50.888594
5.800839,50.871754
5.764053,50.882435
5.846217,50.86848
5.902729,50.879557
5.959753,50.885927
5.914717,50.884021
5.814017,50.871534
5.87655,50.87388
5.983183,50.883199
5.799518,50.871727
5.960387,50.885642
5.817567,50.871676
5.820925,50.871521
5.96112,50.885646
5.768786,50.880052
5.829064,50.8705
5.766254,50.881404
5.820319,50.871613
5.848712,50.868782
5.813385,50.871448
5.970694,50.881488
5.847887,50.868727
5.974328,50.879866
5.97194,50.879533
5.92945,50.886563
5.814294,50.871462
5.975891,50.880305
5.970741,50.882075
5.925143,50.88484
5.925574,50.885067
5.917747,50.884827
5.885638,50.87771
5.79537,50.872416
5.824227,50.870919
5.871435,50.871315
5.903821,50.880357
5.959386,50.886507
5.917846,50.884762
5.865603,50.868081
5.77265,50.877951
5.942261,50.888514
5.850399,50.868768
5.977179,50.880667
5.775095,50.877849
5.797995,50.871994
5.949108,50.890034
5.86909,50.868601
5.962923,50.88583
5.81401,50.871571
5.889836,50.878248
5.923047,50.884123
5.754148,50.884994
5.800528,50.871729
5.752914,50.885022
5.835917,50.86719
5.880099,50.875521
5.838432,50.867288
5.87812,50.8743
5.980384,50.882083
5.814351,50.871436
5.855321,50.867912
5.787919,50.873858
5.90299,50.879695
5.854971,50.867899
5.949908,50.889807
5.893844,50.878563
5.910411,50.882622
5.943068,50.888881
5.776106,50.877679
5.755886,50.884812
5.941367,50.88808
5.970583,50.881721
5.883444,50.876438
5.87678,50.87387
5.808404,50.872138
5.766688,50.881105
5.932155,50.887347
5.756894,50.884645
5.973052,50.879728
5.770939,50.878572
5.769196,50.879793
5.929416,50.886551
5.761493,50.88362
5.920455,50.883948
5.932337,50.8874
5.799991,50.871705
5.822496,50.871215
5.978037,50.880885
5.82431,50.87094
5.884042,50.877436
5.762207,50.883322
5.970188,50.882855
5.88763,50.878058
5.778139,50.876798
5.800318,50.871711
5.867301,50.868311
5.913105,50.883489
5.771404,50.878308
5.931742,50.887256
5.959379,50.886415
5.813683,50.871487
5.87707,50.87391
5.834924,50.867605
5.783965,50.874909
5.834772,50.867717
5.799153,50.871775
